Target Word,Joined,Label
fall,Fall by the wayside . To fall a tree .,3.7244638e-06
gob,He ′s always stuffing his gob with fast food . She 's got such a gob on her – she′s always gossiping about someone or other .,0.8909018
scale,The scale of the map . The scale of the model .,0.8909018
stand,We had to stand for the entire performance ! On the pedestal stood a statue .,0.8908925
make,She may not make the grade . He made twenty bucks playing poker last night .,1.4292512e-05
furniture,The woman does not even have one stick of furniture moved in yet . There was only one piece of furniture in the room .,0.89090097
give,Give a yelp . This student gives promise of real creativity .,7.2070136e-05
cut,Cut a movie scene . Cut a Ping-Pong ball .,8.311365e-05
extension,Most BASIC files use the filename extension .BAS . A text file will have a file extension of .txt .,0.8909018
seat,He was elected to a seat in the Senate . He dusted off the seat before sitting down .,0.00057117076
make,Make enemies . What do you make of his remarks ?,9.837194e-08
make,We should make Cincinnati by 7 tonight . Make the bed .,0.0015054267
take,"Do you take me for a fool ? Looking at him as he came into the room , I took him for his father .",0.8909018
tea,Tea has fragrant white flowers . Iced tea is a cooling drink .,0.39092892
take,Take sick . I estimate the trip will take about ten minutes .,3.3759337e-05
way,Do you know the way to the airport ? He said he was looking for the way out .,0.564129
head,The head of the compass needle is pointing due north . 200 head of cattle .,7.651338e-05
lift,Lift the box onto the table . I lifted the books .,0.61226684
space,The astronauts walked in outer space without a tether . The space between his teeth .,1.9055362e-05
score,What was your score on your homework ? The score was 7 to 0 .,7.824682e-06
work,How does your idea work in practice ? The voting process does n't work as well as people thought .,0.8083042
double,He could be Gingrich 's double . Saddam Hussein was rumored to have many doubles .,0.80817723
space,The space between his teeth . The architect left space in front of the building .,0.6102445
fix,"Fix breakfast for the guests , please . That 'll fix him good !",3.6991096e-05
head,Matters came to a head yesterday . The head of the column advanced boldly .,1.0226649e-08
show,He bet $ 2 on number six to show . I showed the customer the glove section .,2.0476928e-06
take,I take it you 're not going ? He was often taken to be a man of means .,0.8909012
cut,The employer wants to cut back health benefits . Cut trenches .,4.8144016e-06
cot,A roller cot ( the clothing of a drawing roller in a spinning frame ) . A cot for a sore finger .,0.8909013
run,These dyes and colors are guaranteed not to run . The sale will run for ten days .,7.6571837e-07
see,Now I see ! I want to see whether she speaks French .,0.019505156
drive,Drive the cows into the barn . Their debts finally drove them to sell the business .,6.871479e-05
bit,A bit of lint . The horse was not accustomed to a bit .,0.00012106851
stir,Stir the soil . Stir emotions .,1.0837435e-05
trombone,This trombone is very expensive . Jim plays the trombone very well .,0.8290781
fall,To fall a tree . Night fell .,0.79595315
trace,Trace your path . Trace the outline of a figure in the sand .,0.36448625
take,Take a pulse . A reading was taken of the earth 's tremors .,0.861317
carry,I will carry the secret to my grave . I carry a lot of life insurance .,0.8908975
body,"Penny was in the scullery , pressing the body of her new dress . Heavenly body .",2.069989e-06
hold,I hold with those who say life is sacred . Hold all calls to the President 's office while he is in a meeting .,6.4686774e-06
build,Build a reputation . Build detergents .,0.0010659476
smooth,Smooth the way towards peace negotiations . Smooth the surface of the wood .,0.02019289
carry,We carry a very large mortgage . The troops carried the town after a brief fight .,0.39090183
war,"The war against crime . The "" war on terror "" is a campaign against terrorist crime .",0.8909018
reply,Please reply to my letter . He replied that he was not sure .,0.8909018
house,The children were playing house . She felt she had to get out of the house .,2.0852853e-05
position,What position does he play ? Stop running all over the field and play your position !,0.6909855
play,Play sports . Who 's playing now ?,0.87097514
circus,The circus will be in town next week . He ran away from home to join the circus .,0.5537641
break,Break a law . Her voice broke to a whisper when she started to talk about her children .,4.205714e-08
woodenness,There was a certain woodenness in his replies . He criticized the woodenness of the acting .,0.5415173
wreck,Thanks to that quack I am a human wreck . The house was a wreck when they bought it .,0.57623595
catch,Catch the mood . Do n't catch your meaning .,0.0011521202
blip,Renewed jitters in the wake of a blip in retail sales . The market had one bad blip today .,0.8909018
vegetate,The fields vegetate vigorously . The bacterial growth vegetated along .,0.390903
drag,Peeling potatoes is a drag . He took a drag on his cigarette and expelled the smoke slowly .,0.39090195
score,He tried to blame the victim but his success on that score was doubtful . Settling a score .,7.3599324e-07
head,She gave great head . They tracked him back toward the head of the stream .,5.058696e-06
volume,Please turn down the volume on the stereo . The kids played their music at full volume .,0.7462195
top,He removed the top of the carton . He could n't get the top off of the bottle .,0.8909012
stand,We had to stand for the entire performance ! There stood on the corner a statue .,0.8909013
breath,He took a deep breath and dived into the pool . I could feel the runner 's breath on my shoulder .,5.569886e-09
take,Take steps . Take action .,0.89089775
stuff,What is all that stuff on your bedroom floor ? You do n't have the stuff to be a United States Marine .,1.4293558e-07
raise,Raise a mutiny . Raise the roof .,9.200001e-05
fire,We sat around the fire singing songs and telling stories . Barbecue over an open fire .,1.5068592e-06
start,Start a new job . I start my day with a good breakfast .,8.923374e-06
run,The sale will run for ten days . The meeting ran late .,0.84717226
do,Do nothing . A ' B ' grade does n't suffice to get me into medical school .,2.8699967e-08
absence,He was surprised by the absence of any explanation . Absence makes the heart grow fonder .,0.89089596
cut,Cut a check . Cut the rope .,0.007076917
ream,Ream oranges . The dentist reamed out the debris in the course of the root canal treatment .,4.676083e-08
run,Do n't run that software unless you have permission . ' . Run rogue .,0.3420576
run,I will run the sample . Our coach had us running plays for the whole practice .,0.5704771
keep,May God keep you . The student was kept after school .,0.00014944484
work,Work one 's way through the crowd . She never worked because she inherited a lot of money .,6.689572e-06
draw,Draw water for a bath . Draw parallels .,0.000573534
make,Clothes make the man . He made to speak but said nothing in the end .,2.5449706e-05
admit,We 'll have to vote on whether or not to admit a new member . He admitted his guilt .,0.08601141
take,You ca n't take credit for this ! We took an apartment on a quiet street .,7.757306e-05
make,Make a mess in one 's office . She 'll make a fine president .,8.71914e-06
stake,I will stake my good reputation for this . Stake your goat .,3.580952e-05
make,He did n't make the choir after his voice changed . You have to spend money to make money !,0.5272047
order,The machine is now in working order . A friend in New Mexico said that the order caused no trouble out there .,5.036541e-07
work,The voting process does n't work as well as people thought . This method does n't work .,0.55295384
stuff,There 's good stuff in that book . The stuff of heros .,0.00020253015
interception,He resorted to the interception of his daughter 's letters . He claimed that the interception of one missile by another would be impossible .,0.89088666
raise,Raise a smile . Raise your ` o ' .,0.0014678295
place,If you were in my place what would you do ? He has a special place in my thoughts .,7.3281967e-09
take,Take steps . Shall we take a guide in Rome ?,1.605009e-05
head,They say he gives good head . The head of the list .,0.00024708302
drug,You look like someone drug you behind a horse for half a mile . They drugged the kidnapped tourist .,0.68411046
place,He overstepped his place . He put the lamp back in its place .,0.0011025128
raise,Raise the question of promotions . Raise from the dead .,0.0005696794
fall,Fall by the wayside . Christmas falls on a Monday this year .,0.0037771382
keep,Keep my job for me while I give birth . Keep a diary .,0.0002715879
defense,In defense he said the other man started it . The artillery battered down the defenses .,1.1996036e-06
take,We take all major credit cards . Do you take sugar in your coffee ?,0.89090097
give,Give homage . She gave herself to many men .,0.00012214216
check,Check the brakes . Check the oil in your car once a month .,0.8909017
restraint,The unlawful restraint of trade . Restraints imposed on imports .,0.00078239746
hold,"He can hold his liquor . To carry well , i.e. to hold the head high , with arching neck .",0.39090183
visit,Did you ever visit Paris ? The principal visited his rage on the students .,3.0866697e-05
line,A nice line of shoes . They were arrayed in line of battle .,2.885139e-06
make,What do you make of his remarks ? Make a mistake .,1.0085201e-05
break,Can you break a hundred-dollar bill for me ? The wholesaler broke the container loads into palettes and boxes for local retailers .,0.8909018
point,Life has lost its point . He broke the point of his pencil .,3.1269235e-06
product,That store offers a variety of products . That store offers a variety of products .,0.8909018
cover,The grant does n't cover my salary . The President covered the fact that he bugged the offices in the White House .,4.934618e-07
run,Run a subject . I 'm not ready to run a marathon .,1.0752354e-05
accept,I can not accept your invitation . We accept the idea of universal health care .,0.39090627
action,The piano had a very stiff action . A rifle action .,0.5959053
contact,Contact with the pier scraped paint from the hull . The pilot made contact with the base .,6.149961e-06
carry,Put down 5 and carry 2 . I am carrying his child .,0.088190295
cut,Would you please cut the cake ? Cut a hole .,0.030465774
gather,Gather some stones . Herman gathered the students together .,0.8909017
admit,To admit a serious thought into the mind . This pipe admits air .,0.84289014
side,It brought out his better side . The Confederate side was prepared to attack .,0.00048767132
draw,Draw a weapon . A ship draws ten feet of water .,3.25817e-08
wall,A wall of prejudice . The container 's walls were blue .,0.0072037685
carry,The airwaves carry the sound . Sound carries well over water .,0.8908887
carry,These bonds carry warrants . The dog was taught to fetch and carry .,0.0048574167
turn,Turn the corner . We turned from Socialism to Capitalism .,1.5657577e-05
carry,The dog was taught to fetch and carry . Carry a cause .,0.00021288234
radiate,Spokes radiate from the hub of the wheel . The heat radiates from a stove .,5.4394906e-08
choke,Choke a carburetor . The pirate choked the sailor to death .,1.2406399e-07
church,There is a lovely little church in the valley . The church was empty .,0.89090025
take,Do you take me for a fool ? I take it you 're not going ?,0.890895
connect,"Operator , could you connect me to the Raffles in Singapore ? These computers connected well .",6.7759356e-07
give,The French doors give onto a terrace . The wall gave in .,3.0518506e-05
return,His gross income was enough that he had to file a tax return . On his return from Australia we gave him a welcoming party .,0.21664323
action,He is out of action . The piano had a very stiff action .,2.8417297e-05
head,Tickets are $ 5 per head . We will consider performance issues under the head of future improvements .,1.2016392e-07
hand,"On the one hand ... , but on the other hand ... All hands on deck .",2.0267224e-05
spring,"The emerging buds were a sure sign of spring . You can visit me in the spring , when the weather is bearable .",0.75978667
describe,"The feeling is difficult to describe , but not unpleasant . He described what we should do .",0.8909018
know,Do you know my sister ? I know him under a different name .,0.8909018
turn,Turn your face to the wall . The people turned against the President when he stole the election .,1.7416854e-06
world,He sailed around the world . All the world loves a lover .,3.6397628e-06
ride,I ride to work in a bus . She rode a wave of popularity .,3.2807304e-05
take,We take the Times every day . Take action .,0.0016706972
material,She was vice-presidential material . He was university material .,0.89090073
work,This dough does not work easily . Can you work an electric drill ?,2.6518097e-05
come,Come into contact with a terrorist group . Where did you come from ?,0.3909023
fire,"In warfare , whoever opens fire first has a greater chance of victory . Surrender fires the cold skepticism .",6.5603817e-06
cover,Cover the grave with flowers . She covered herself with glory .,0.0011106753
point,What is the point of discussing it ? He stuck the point of the knife into a tree .,6.785522e-07
play,It was all done in play . Rain stopped play in the 4th inning .,1.2312345e-05
chance,You take a chance when you let her drive . We had the chance to meet the president last week .,7.834582e-08
cup,He swore as the ball rimmed the cup and rolled away . He drank a cup of coffee .,1.1179174e-07
drop,A drop of each sample was analyzed . They expected the drop would be successful .,7.1316514e-05
focus,Please focus on your studies and not on your hobbies . Focus on passing the test .,0.8909018
point,He broke the point of his pencil . He stuck the point of the knife into a tree .,0.8909018
collision,The collision of the two ships resulted in a serious oil spill . Three passengers were killed in the collision .,0.8909018
take,Do you take me for a fool ? He was often taken to be a man of means .,0.8909018
plug,Plug the wall . He attempted to plug the leaks with some caulk .,0.2679613
mean,The sky is red this morning — does that mean we 're in for a storm ? My ex-husband means nothing to me .,0.39090228
washout,It was several days after the storm before they could repair the washout and open the road . From the house they watched the washout of their newly seeded lawn by the water .,0.39090183
shell,Nuts shell in falling . Wheat or rye shells in reaping .,0.8909018
make,Make lead into gold . How much do you make a month in your new job ?,9.358865e-07
run,The crowd had to run away from the burning structure with only the clothes on their backs . Who 's running for treasurer this year ?,0.39090207
leave,Leave the flowers that you see in the park behind . The wound I got in my car accident left behind a massive scar .,0.69663197
thing,How could you do such a thing ? He has a thing about seafood .,0.0006944749
land,It can be tricky to land a helicopter . Use the net to land the fish .,0.8908942
air,There was a tension in the air which made me suspect an approaching storm . Open a window and let in some air .,0.8908974
make,Make a phone call . They make a cute couple .,2.3451428e-05
house,The house gets a percentage of every bet . He has a house on Cape Cod .,5.543118e-06
custody,He was mistreated while in police custody . The suspect is in custody .,0.00049050414
respect,"He is an intellectual giant , and I have great respect for him . Be sure to give my respects to the dean .",3.0674946e-07
stain,People knew how to stain glass a beautiful blue in the middle ages . Stain this table a beautiful walnut color .,0.8908957
run,The sale will run for ten days . The book runs 655 pages .,0.8909011
strike,Please strike this remark from the record . We must strike the enemy 's oil fields .,9.5468195e-06
take,I used to take The Sunday Times . You ca n't take credit for this !,3.8189086e-05
continue,We can not continue several servants any longer . The bad weather continued for two more weeks .,0.012710257
play,Play the stock market . Play cards .,0.39090216
loaf,Sugar loaf . A loaf of cheese .,0.8909018
carry,You must carry your camping gear . Amanda carried the package .,0.8909018
sum,The sum of all our troubles did not equal the misery they suffered . The sum of forty pounds .,5.052854e-08
see,He is blind -- he can not see . I saw him laughing .,0.8909018
hit,The temperature could hit 110 F tomorrow . The movie hits theaters in December .,0.8909018
cut,She cut the deck for a long time . Soap cuts grease .,0.0013684359
work,Mastering a second language requires a lot of work . He arrived at work early today .,2.3008423e-07
experience,He recalled the experience vividly . It was an experience he would not soon forget .,0.8909018
take,I used to take The Sunday Times . Take action .,7.739106e-05
focus,Please focus on your studies and not on your hobbies . We focused on it .,0.8909018
thread,A thread of smoke climbed upward . From the air the road was a grey thread .,0.8909006
cut,She cut the deck for a long time . Cut a disk .,0.040804695
come,Come into contact with a terrorist group . The shoes came untied .,0.8909017
coordinate,"Coordinate his actions with that of his colleagues . Coordinate the painters , masons , and plumbers .",0.89090145
place,Your place or mine ? If you were in my place what would you do ?,5.6704277e-05
return,They set out on their return to the base camp . I expect the house to be spotless upon my return .,0.8909018
law,"There is a law against kidnapping . By law , one is not allowed to own a wallaby in New York City .",0.010559274
tumble,Wash in warm water and tumble dry . They tumbled the teams with no apparent pattern .,2.1236797e-06
stream,Stream of consciousness . Two streams of development run through American history .,0.89086235
play,The play lasted two hours . They made a futile play for power .,4.8016213e-05
credit,"I give you credit for owning up to your mistake . He arrived five minutes late , but to his credit he did work an extra ten minutes at the end of his shift .",0.8909018
check,He paid all his bills by check . He asked the waiter for the check .,1.5192933e-07
drill,"Do n't drill here , there 's a gas pipe . Drill a small hole to start the screw in the right direction .",0.8909018
recognition,Increasing recognition that diabetes frequently coexists with other chronic diseases . A sudden recognition of the problem he faced .,0.8909018
remember,"Can you remember her phone number ? I remember the concert clearly , but I ca n't recollect why I was there .",0.8909018
room,Room to pass . There was n't that much elbow room in the aircraft .,0.89089894
microprocessor,A disk drive contains a microprocessor to handle the internal functions of the drive . A microprocessor functions as the central processing unit of a microcomputer .,0.8909018
piece,It was a nice piece of work . He needed a piece of granite .,0.000113126174
move,To move in a matter . She moved the queen closer to the centre of the board .,5.889563e-06
position,Chief of Staff is the second-highest position in the army . Atheists do not enjoy a favorable position in American life .,0.8824002
see,Let 's see -- which movie should we see tonight ? How nice to see you again !,1.8757619e-05
head,His horse won by a head . He is two heads taller than his little sister .,0.89090145
make,"To make like a deer caught in the headlights . He made as if to punch him , but they both laughed and shook hands .",0.8909018
reduce,Reduce an image . Reduce one 's standard of living .,0.0002362481
work,He could not work the math problem . This unpleasant situation is n't going to work itself out .,0.8909018
take,Take an opportunity . The escaped convict took to the hills .,0.00016196542
pack,You had better pack your swollen ankle with ice . Pack the faucet .,5.618535e-05
integrity,They admired his scrupulous professional integrity . He expects to find in us the common honesty and integrity of men of business .,0.8909018
part,He wanted to feel a part of something bigger than himself . The rear part of the house .,0.0013525485
edge,His voice had an edge to it . She sat on the edge of the bed .,4.5571174e-05
take,I take aspirin every day to thin my blood . Hitler took the Baltic Republics .,0.00038277265
take,Tomorrow the doctor will take the cast off her arm . Take the gun from your pocket .,0.8909012
create,You can create the color orange by mixing yellow and red . The company was created 25 years ago .,0.8909018
be,I may be an hour . When will the meeting be ?,0.0047934754
touch,The cooling touch of the night air . This piano has a wonderful touch .,0.00033055063
bum,That mechanic 's a bum - he could n't fix a yo-yo . A lazy bum .,0.82708275
pull,Pull one 's horse to a stand . Pull the ball .,2.5608571e-05
catch,Did you catch a cold ? The fashion did not catch .,6.62504e-05
see,We had to see a psychiatrist . He saw action in Viet Nam .,0.010607257
make,Make advances . She 'll make a fine president .,0.0004662358
realization,A growing realization of the risk involved . The victory was the realization of a whole year 's work .,2.0649753e-05
know,It is vital that he not know . She knew of our plan .,0.8909018
head,He stuck his head out the window . They tracked him back toward the head of the stream .,3.042714e-07
touch,He longed for the touch of her hand . This room needs a woman 's touch .,5.851214e-06
fail,Where do today 's public schools fail ? The attempt to rescue the hostages failed miserably .,0.8909018
stick,Stick the corner of the sheet under the mattress . The friends stuck together through the war .,3.350978e-08
occupy,The young prince will soon occupy the throne . He occupies two rooms on the top floor .,0.0006159061
range,My students range from very bright to dull . The instruments ranged from tuba to cymbals .,0.8909017
go,"It 's your turn ; go . The gun went "" bang "" .",3.888891e-06
practice,The practice of the law . I took over his practice when he retired .,0.8909018
dress,Dress the windows . Marlene dressed herself .,0.00027284646
meeting,They came together in a chance meeting on the way home from work . Next year the meeting will be in Chicago .,0.8909017
fill,Do n't feed him any more : he 's had his fill . She had heard her fill of gossip .,0.78869075
polish,Polish your social manners . He polished up the chrome until it gleamed .,0.0005610422
style,A cartilaginous style . The anal styles of insects .,0.8909018
treat,I like to treat myself to a day at a spa when I am depressed . Grandmother always treated us to the circus .,0.8908932
go,These luxuries all had to go under the Khmer Rouge . This chair has got to go .,0.8908757
return,Return to your native land . The professor returned to his teaching position after serving as Dean .,0.89090145
give,Give thought to . I gave two sons to the war .,1.0941748e-06
school,He did n't miss a single day of school . He walked to school every morning .,0.0006665044
day,After that day she never trusted him again . I 've been here for 2 days and a bit .,0.89090145
strike,Strike ` z ' on the keyboard . The horse finally struck a pace .,0.0008673071
make,Make a cake . He made twenty bucks playing poker last night .,1.8127312e-05
break,Break a branch from a tree . The business partners broke over a tax question .,9.307154e-06
academy,The Academy of Music . The American Academy of Arts and Sciences .,8.631037e-06
head,I 've got to go to the head . This song keeps going through my head .,2.2780256e-05
keep,Keep appointments . We kept to the original conditions of the contract .,0.89090157
ground,They fought to regain the lost ground . The worm crawls through the ground .,0.0003432584
spread,They put out quite a spread . The spread between lending and borrowing costs .,0.014776472
lob,Lob the tennis ball . The guard lobbed a pass just over the defender .,0.89089847
draw,Draw a conclusion . The doctors drew medical supplies from the hospital 's emergency bank .,4.5615547e-09
fall,The hills around here fall towards the ocean . His eyes fell .,3.8757285e-06
business,We do business all over the world . He bought his brother 's business .,0.00059512013
buildup,I envied his rapid buildup of assets . A military buildup in preparation for the invasion .,0.8909018
object,The sole object of her trip was to see her children . The object of the verb .,1.2965723e-05
catch,Catch one 's breath . Catch some sleep .,0.89090157
order,It was on the order of a mile . Law and order .,7.703485e-07
replace,The insurance will replace the lost income . He replaced the old razor blade .,0.89089835
breath,His sour breath offended her . The child 's breath came quickly and unevenly .,0.00049036846
break,Break the code . Break a branch from a tree .,0.002228683
run,The horse will run the Preakness next year . I 'm not ready to run a marathon .,0.8909018
hand,His hand was illegible . A good hand .,0.8909018
shock,He had an unruly shock of black hair . The train hit the buffers with a great shock .,5.851283e-08
piece,He 's packin ' a piece ! He needed a piece of granite .,0.0004648071
coordinate,Coordinate our efforts . Coordinate his actions with that of his colleagues .,0.8909018
assume,Mr. Jones will assume the position of a lifeguard until a proper replacement is found . The queen assumed the stately robes .,0.39090183
shock,Subjects received a small electric shock when they made the wrong response . It came as a shock to learn that he was injured .,3.5830858e-06
end,The end of the year . One end of the box was marked ` This side up ' .,0.0002788308
quality,"This school is well-known for having teachers of high quality . Quality of life is usually determined by health , education , and income .",0.8909018
cast,Who cast this beautiful movie ? Cast a vote .,0.0033447053
get,We 'll get them ! She did n't get the joke .,0.35330313
hold,To hold true . Hold that position behind the trees !,0.004913
pay,Crime does n't pay . It pays to go through the trouble .,0.8909018
smile,She had a smile on her face . He always puts a smile on my face .,0.8909018
age,It 's been an age since we last saw you . It was replaced because of its age .,0.89090145
glimpse,"From the window he could catch a glimpse of the lake . I only got a glimpse of the car , so I can tell you the colour but not the registration number .",0.39090183
open,Open a business . The door opened .,0.00061669433
product,That store offers a variety of products . The product of 2 and 3 is 6 .,0.0026155417
change,She brought a change in her overnight bag . The product is undergoing a change in order to improve it .,4.6659543e-09
lie,Do n't lie to your parents . The snow lies on the roof . ,0.022012226
demand,I demand an explanation . This position demands a lot of personal sacrifice .,0.003076066
art,He said that architecture is the art of wasting space beautifully . How great thou art !,5.9882717e-05
line,A dedicated line . The letter consisted of three short lines .,0.015422025
check,Please check each name on the list . She checked for an instant and missed a step .,0.00030707533
lead,A good lead for a job . They did n't follow our lead .,0.39090192
get,The operator could n't get Kobe because of the earthquake . What did you get at the toy store ?,3.493627e-08
roll,Roll your hair around your finger . The thunder rolled .,2.7389757e-05
invitation,She threw the invitation away . She was an invitation to trouble .,0.0023185208
figure,He cut a fine figure . He cut a sorry figure standing there in the rain .,0.8909018
go,This violinist is as good as Juilliard-trained violinists go . It 's your turn ; go .,5.458158e-06
chromosome,Humans have 22 chromosome pairs plus two sex chromosomes . There have been documented cases of morphologically male transgenders having XX chromosomes .,0.8909018
action,The Union action of emancipating Southern slaves . Recent federal action undermined the segregationist position .,0.8909018
drift,Drift the cattle herds westwards . The balloon was drifting in the breeze .,2.7977399e-06
work,This old radio does n't work anymore . This pilot works the controls .,0.008684973
coverage,The enemy fire is increasing – can we get some immediate coverage from those bunkers ? There are overlapping coverages on your insurance policies .,0.8909018
raise,Raise Cain . Raise the roof .,0.8909018
lift,Lift an embargo . Lift potatoes .,0.00529311
chain,The third link of the silver chain needs to be resoldered . The chain of command .,0.8908932
number,The number of parameters is small . He had a number of chores to do .,0.8908838
know,I know that I left the key on the table . Galileo knew that the earth moves around the sun .,0.8909018
crash,Let 's crash the party ! The economy crashed .,0.0010015194
one,This is the one I ordered . He is the best one .,0.8909018
distance,If that happens it will be at some distance in the future . At a distance of ten years he had forgotten many of the details .,0.8909018
rub,Rub oil into her skin . The cat rubbed itself against my leg .,0.8909018
draw,Draw a conclusion . I draw a line here .,0.8908982
dress,We had to dress quickly . Marlene dressed the baby .,0.8909018
quality,"The quality of students has risen . Quality of life is usually determined by health , education , and income .",0.8909018
patch,A cabbage patch . Does n't that patch of clouds looks like a bunny ?,0.02130598
swing,The soccer player began to swing at the referee . This action swung many votes over to his side .,1.0648832e-05
gather,"Gather some stones . If you want to emphasise the shape , it is possible to gather the waistline .",0.3909021
narrowness,The attraction of the book is precisely its narrowness of focus . Frustrated by the narrowness of people 's horizons .,0.8909018
number,In English the subject and the verb must agree in number . I hope to become one of their number before I die .,4.8597876e-06
pay,You 'll pay for this ! You 'll pay for this opinion later .,0.8909018
rub,Rub my hands . Rub oil into her skin .,0.8909018
run,The defensive line braced to stop the run . The team enjoyed a brief run of victories .,1.3503068e-05
touch,"Can he reach ? "" "" The chair must not touch the wall . Their hands touched .",0.000103776256
advance,Can you advance me some money ? To advance one 's interests .,0.014101905
form,"Sculpture is a form of art . To apply for the position , complete the application form .",5.900528e-07
go,Messages must go through diplomatic channels . The speech has to go through several more drafts .,0.3825354
finish,His best finish in a major tournament was third . It was a fight to the finish .,2.3408852e-06
head,A reduction in the assessment per head of sheep . He was at the head of the column .,1.7637348e-07
range,He dreamed of a home on the range . They used to drive the cattle across the open range every spring .,0.8909018
run,Run a new program on the Mac . Do n't run that software unless you have permission . ' .,0.8909018
land,They come from a faraway land . He returned to the land of his birth .,2.7617298e-05
break,Nobody can break out -- this prison is high security . Three inmates broke jail .,0.8909018
reduce,Reduce a problem to a single question . Reduce one 's standard of living .,1.5613927e-05
bank,The pilot had to bank the aircraft . Bank a fire .,7.411256e-05
splash,I heard a splash when the rock landed in the pond . He made a great splash and then disappeared .,4.8512295e-05
check,Check the time of the class . Check the oil in your car once a month .,0.3909019
give,Give the orders . The French doors give onto a terrace .,3.6604442e-06
develop,Develop land . The country developed its natural resources .,0.8909018
rearrange,Please rearrange these files . Rearrange the furniture in my room .,0.8909018
art,Art does not need to be innovative to be good . It 's quite an art .,0.023379872
see,I went to see my friend Mary the other day . This program will be seen all over the world .,4.9134655e-07
business,Show me where the business was today . Business has been slow lately .,0.8908901
carry,Put down 5 and carry 2 . This paper carries a restaurant review .,2.0951307e-05
sing,I really want to sing in the school choir . said Vera . My brother sings very well .,0.8909018
job,The job of repairing the engine took several hours . I 've got a job for you - could you wash the dishes ?,0.8909018
give,Give a course . She gave the boy a good spanking .,3.78669e-08
