Target Word,Joined,Label
sum,The sum of all our troubles did not equal the misery they suffered . The sum of forty pounds .,1.05461574e-07
see,He is blind -- he can not see . I saw him laughing .,0.9999948
hit,The temperature could hit 110 F tomorrow . The movie hits theaters in December .,0.99999905
cut,She cut the deck for a long time . Soap cuts grease .,0.037711702
work,Mastering a second language requires a lot of work . He arrived at work early today .,5.023471e-06
experience,He recalled the experience vividly . It was an experience he would not soon forget .,0.9999941
take,I used to take The Sunday Times . Take action .,2.5936044e-06
focus,Please focus on your studies and not on your hobbies . We focused on it .,1.0
thread,A thread of smoke climbed upward . From the air the road was a grey thread .,0.999997
cut,She cut the deck for a long time . Cut a disk .,0.037711702
come,Come into contact with a terrorist group . The shoes came untied .,0.9999724
coordinate,"Coordinate his actions with that of his colleagues . Coordinate the painters , masons , and plumbers .",1.0
place,Your place or mine ? If you were in my place what would you do ?,1.4599697e-05
return,They set out on their return to the base camp . I expect the house to be spotless upon my return .,0.9999718
law,"There is a law against kidnapping . By law , one is not allowed to own a wallaby in New York City .",0.037711702
tumble,Wash in warm water and tumble dry . They tumbled the teams with no apparent pattern .,1.8444243e-05
stream,Stream of consciousness . Two streams of development run through American history .,0.99999774
play,The play lasted two hours . They made a futile play for power .,2.3021132e-06
credit,"I give you credit for owning up to your mistake . He arrived five minutes late , but to his credit he did work an extra ten minutes at the end of his shift .",1.0
check,He paid all his bills by check . He asked the waiter for the check .,2.6655994e-06
drill,"Do n't drill here , there 's a gas pipe . Drill a small hole to start the screw in the right direction .",1.0
recognition,Increasing recognition that diabetes frequently coexists with other chronic diseases . A sudden recognition of the problem he faced .,0.999959
remember,"Can you remember her phone number ? I remember the concert clearly , but I ca n't recollect why I was there .",1.0
room,Room to pass . There was n't that much elbow room in the aircraft .,0.9999165
microprocessor,A disk drive contains a microprocessor to handle the internal functions of the drive . A microprocessor functions as the central processing unit of a microcomputer .,1.0
piece,It was a nice piece of work . He needed a piece of granite .,0.00058217987
move,To move in a matter . She moved the queen closer to the centre of the board .,0.03274391
position,Chief of Staff is the second-highest position in the army . Atheists do not enjoy a favorable position in American life .,0.9999991
see,Let 's see -- which movie should we see tonight ? How nice to see you again !,0.00082866644
head,His horse won by a head . He is two heads taller than his little sister .,0.99997336
make,"To make like a deer caught in the headlights . He made as if to punch him , but they both laughed and shook hands .",0.99998987
reduce,Reduce an image . Reduce one 's standard of living .,0.0013769373
work,He could not work the math problem . This unpleasant situation is n't going to work itself out .,0.9999995
take,Take an opportunity . The escaped convict took to the hills .,6.176202e-08
pack,You had better pack your swollen ankle with ice . Pack the faucet .,0.037711702
integrity,They admired his scrupulous professional integrity . He expects to find in us the common honesty and integrity of men of business .,0.9997657
part,He wanted to feel a part of something bigger than himself . The rear part of the house .,0.037711702
edge,His voice had an edge to it . She sat on the edge of the bed .,2.1522454e-05
take,I take aspirin every day to thin my blood . Hitler took the Baltic Republics .,0.002796934
take,Tomorrow the doctor will take the cast off her arm . Take the gun from your pocket .,1.0
create,You can create the color orange by mixing yellow and red . The company was created 25 years ago .,0.99999976
be,I may be an hour . When will the meeting be ?,1.0664618e-06
touch,The cooling touch of the night air . This piano has a wonderful touch .,0.0013335402
bum,That mechanic 's a bum - he could n't fix a yo-yo . A lazy bum .,0.9999979
pull,Pull one 's horse to a stand . Pull the ball .,0.0001724611
catch,Did you catch a cold ? The fashion did not catch .,7.159964e-08
see,We had to see a psychiatrist . He saw action in Viet Nam .,5.8651535e-06
make,Make advances . She 'll make a fine president .,3.8163586e-07
realization,A growing realization of the risk involved . The victory was the realization of a whole year 's work .,5.1628153e-06
know,It is vital that he not know . She knew of our plan .,0.99999726
head,He stuck his head out the window . They tracked him back toward the head of the stream .,9.265069e-05
touch,He longed for the touch of her hand . This room needs a woman 's touch .,5.936666e-06
fail,Where do today 's public schools fail ? The attempt to rescue the hostages failed miserably .,1.0
stick,Stick the corner of the sheet under the mattress . The friends stuck together through the war .,9.282086e-06
occupy,The young prince will soon occupy the throne . He occupies two rooms on the top floor .,0.00320839
range,My students range from very bright to dull . The instruments ranged from tuba to cymbals .,0.99998814
go,"It 's your turn ; go . The gun went "" bang "" .",5.9665243e-05
practice,The practice of the law . I took over his practice when he retired .,0.99997544
dress,Dress the windows . Marlene dressed herself .,6.182833e-05
meeting,They came together in a chance meeting on the way home from work . Next year the meeting will be in Chicago .,0.99999994
fill,Do n't feed him any more : he 's had his fill . She had heard her fill of gossip .,0.5377117
polish,Polish your social manners . He polished up the chrome until it gleamed .,0.00046311363
style,A cartilaginous style . The anal styles of insects .,0.99999994
treat,I like to treat myself to a day at a spa when I am depressed . Grandmother always treated us to the circus .,0.9998003
go,These luxuries all had to go under the Khmer Rouge . This chair has got to go .,0.5377117
return,Return to your native land . The professor returned to his teaching position after serving as Dean .,0.5377044
give,Give thought to . I gave two sons to the war .,3.2212665e-08
school,He did n't miss a single day of school . He walked to school every morning .,0.037711702
day,After that day she never trusted him again . I 've been here for 2 days and a bit .,1.0
strike,Strike ` z ' on the keyboard . The horse finally struck a pace .,0.0005880217
make,Make a cake . He made twenty bucks playing poker last night .,2.3360883e-06
break,Break a branch from a tree . The business partners broke over a tax question .,1.0461298e-05
academy,The Academy of Music . The American Academy of Arts and Sciences .,6.5538164e-10
head,I 've got to go to the head . This song keeps going through my head .,4.9401755e-05
keep,Keep appointments . We kept to the original conditions of the contract .,0.5377117
ground,They fought to regain the lost ground . The worm crawls through the ground .,0.0004147046
spread,They put out quite a spread . The spread between lending and borrowing costs .,0.002971252
lob,Lob the tennis ball . The guard lobbed a pass just over the defender .,0.9999803
draw,Draw a conclusion . The doctors drew medical supplies from the hospital 's emergency bank .,4.712919e-09
fall,The hills around here fall towards the ocean . His eyes fell .,7.7884906e-05
business,We do business all over the world . He bought his brother 's business .,0.00011482766
buildup,I envied his rapid buildup of assets . A military buildup in preparation for the invasion .,0.99998605
object,The sole object of her trip was to see her children . The object of the verb .,3.1678737e-06
catch,Catch one 's breath . Catch some sleep .,0.9993938
order,It was on the order of a mile . Law and order .,3.527389e-05
replace,The insurance will replace the lost income . He replaced the old razor blade .,0.99999964
breath,His sour breath offended her . The child 's breath came quickly and unevenly .,0.0004213551
break,Break the code . Break a branch from a tree .,1.6746939e-05
run,The horse will run the Preakness next year . I 'm not ready to run a marathon .,1.0
hand,His hand was illegible . A good hand .,0.9999994
shock,He had an unruly shock of black hair . The train hit the buffers with a great shock .,1.2178098e-05
piece,He 's packin ' a piece ! He needed a piece of granite .,3.4035034e-05
coordinate,Coordinate our efforts . Coordinate his actions with that of his colleagues .,0.9999999
assume,Mr. Jones will assume the position of a lifeguard until a proper replacement is found . The queen assumed the stately robes .,0.037711702
shock,Subjects received a small electric shock when they made the wrong response . It came as a shock to learn that he was injured .,0.037711702
end,The end of the year . One end of the box was marked ` This side up ' .,1.3310809e-06
quality,"This school is well-known for having teachers of high quality . Quality of life is usually determined by health , education , and income .",1.0
cast,Who cast this beautiful movie ? Cast a vote .,4.387308e-05
get,We 'll get them ! She did n't get the joke .,4.458462e-05
hold,To hold true . Hold that position behind the trees !,5.305628e-06
pay,Crime does n't pay . It pays to go through the trouble .,0.99998796
smile,She had a smile on her face . He always puts a smile on my face .,1.0
age,It 's been an age since we last saw you . It was replaced because of its age .,1.0
glimpse,"From the window he could catch a glimpse of the lake . I only got a glimpse of the car , so I can tell you the colour but not the registration number .",9.995155e-10
open,Open a business . The door opened .,6.1347606e-07
product,That store offers a variety of products . The product of 2 and 3 is 6 .,0.0078761885
change,She brought a change in her overnight bag . The product is undergoing a change in order to improve it .,4.5325723e-06
lie,Do n't lie to your parents . The snow lies on the roof . ,0.0030313216
demand,I demand an explanation . This position demands a lot of personal sacrifice .,5.975776e-08
art,He said that architecture is the art of wasting space beautifully . How great thou art !,2.6021364e-05
line,A dedicated line . The letter consisted of three short lines .,3.3662357e-07
check,Please check each name on the list . She checked for an instant and missed a step .,0.001295777
lead,A good lead for a job . They did n't follow our lead .,0.00011765931
get,The operator could n't get Kobe because of the earthquake . What did you get at the toy store ?,3.4017999e-06
roll,Roll your hair around your finger . The thunder rolled .,3.1038107e-07
invitation,She threw the invitation away . She was an invitation to trouble .,0.0037386501
figure,He cut a fine figure . He cut a sorry figure standing there in the rain .,0.99998975
go,This violinist is as good as Juilliard-trained violinists go . It 's your turn ; go .,0.037711702
chromosome,Humans have 22 chromosome pairs plus two sex chromosomes . There have been documented cases of morphologically male transgenders having XX chromosomes .,1.0
action,The Union action of emancipating Southern slaves . Recent federal action undermined the segregationist position .,1.0
drift,Drift the cattle herds westwards . The balloon was drifting in the breeze .,0.009754615
work,This old radio does n't work anymore . This pilot works the controls .,0.0010441163
coverage,The enemy fire is increasing – can we get some immediate coverage from those bunkers ? There are overlapping coverages on your insurance policies .,1.0
raise,Raise Cain . Raise the roof .,0.9999966
lift,Lift an embargo . Lift potatoes .,1.6864768e-05
chain,The third link of the silver chain needs to be resoldered . The chain of command .,0.99999994
number,The number of parameters is small . He had a number of chores to do .,0.9997413
know,I know that I left the key on the table . Galileo knew that the earth moves around the sun .,0.9999829
crash,Let 's crash the party ! The economy crashed .,5.908869e-06
one,This is the one I ordered . He is the best one .,0.9999985
distance,If that happens it will be at some distance in the future . At a distance of ten years he had forgotten many of the details .,1.0
rub,Rub oil into her skin . The cat rubbed itself against my leg .,0.9982656
draw,Draw a conclusion . I draw a line here .,0.99994385
dress,We had to dress quickly . Marlene dressed the baby .,0.99999934
quality,"The quality of students has risen . Quality of life is usually determined by health , education , and income .",0.9999911
patch,A cabbage patch . Does n't that patch of clouds looks like a bunny ?,1.3316031e-05
swing,The soccer player began to swing at the referee . This action swung many votes over to his side .,1.0727056e-06
gather,"Gather some stones . If you want to emphasise the shape , it is possible to gather the waistline .",0.037711702
narrowness,The attraction of the book is precisely its narrowness of focus . Frustrated by the narrowness of people 's horizons .,1.0
number,In English the subject and the verb must agree in number . I hope to become one of their number before I die .,0.037711702
pay,You 'll pay for this ! You 'll pay for this opinion later .,1.0
rub,Rub my hands . Rub oil into her skin .,0.9999999
run,The defensive line braced to stop the run . The team enjoyed a brief run of victories .,3.3099653e-08
touch,"Can he reach ? "" "" The chair must not touch the wall . Their hands touched .",1.1430602e-05
advance,Can you advance me some money ? To advance one 's interests .,3.8406347e-06
form,"Sculpture is a form of art . To apply for the position , complete the application form .",4.8279946e-07
go,Messages must go through diplomatic channels . The speech has to go through several more drafts .,0.0064180996
finish,His best finish in a major tournament was third . It was a fight to the finish .,1.2079483e-06
head,A reduction in the assessment per head of sheep . He was at the head of the column .,3.914505e-06
range,He dreamed of a home on the range . They used to drive the cattle across the open range every spring .,0.99999946
run,Run a new program on the Mac . Do n't run that software unless you have permission . ' .,1.0
land,They come from a faraway land . He returned to the land of his birth .,7.5274693e-06
break,Nobody can break out -- this prison is high security . Three inmates broke jail .,0.99999994
reduce,Reduce a problem to a single question . Reduce one 's standard of living .,1.9169978e-05
bank,The pilot had to bank the aircraft . Bank a fire .,3.6682713e-06
splash,I heard a splash when the rock landed in the pond . He made a great splash and then disappeared .,0.00019124885
check,Check the time of the class . Check the oil in your car once a month .,0.008358084
give,Give the orders . The French doors give onto a terrace .,4.3067107e-07
develop,Develop land . The country developed its natural resources .,0.9999678
rearrange,Please rearrange these files . Rearrange the furniture in my room .,1.0
art,Art does not need to be innovative to be good . It 's quite an art .,0.00040778675
see,I went to see my friend Mary the other day . This program will be seen all over the world .,1.12940086e-07
business,Show me where the business was today . Business has been slow lately .,0.98846155
carry,Put down 5 and carry 2 . This paper carries a restaurant review .,3.214018e-05
sing,I really want to sing in the school choir . said Vera . My brother sings very well .,0.99966633
job,The job of repairing the engine took several hours . I 've got a job for you - could you wash the dishes ?,1.0
give,Give a course . She gave the boy a good spanking .,3.6907566e-06
time,We had a wonderful time at the party . I did n't have time to finish .,0.037711702
title,He looked for books with the word ` jazz ' in the title . I can never remember movie titles .,0.9999708
